Date,Name,Amount,Analysis_Status,Exclusion_Reason,Category,Source,Type,Status
12/19/2025,"Uber Technologies, Inc",-9.97,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/17/2025,crownbill.com,-17.99,Included (True Spend),,Other/Uncategorized,Business/Main,General Authorization,Completed
12/17/2025,APPLE STORE #R594,-162.22,Included (True Spend),,Tech & Subs,Business/Main,General PayPal Debit Card Transaction,Completed
12/17/2025,APPLE STORE #R594,-162.22,Included (True Spend),,Tech & Subs,Business/Main,General Authorization,Completed
12/17/2025,CASH APP*AIZIHAER TUER,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/17/2025,CASH APP*AIZIHAER TUER,-100.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General PayPal Debit Card Transaction,Completed
12/17/2025,PayPal,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/17/2025,TST*XIAN FAMOUS FOODS,-19.71,Included (True Spend),,Dining/Restaurants,Business/Main,General Authorization,Completed
12/17/2025,crownbill.com,-17.99,Included (True Spend),,Other/Uncategorized,Business/Main,General PayPal Debit Card Transaction,Completed
12/17/2025,TST*XIAN FAMOUS FOODS,-19.71,Included (True Spend),,Dining/Restaurants,Business/Main,General PayPal Debit Card Transaction,Completed
12/17/2025,JOES BUSY CORNER,-10.92,Included (True Spend),,Other/Uncategorized,Business/Main,General PayPal Debit Card Transaction,Completed
12/17/2025,PayPal,10.92,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/17/2025,PayPal,18.44,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/17/2025,PayPal,19.71,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/17/2025,PayPal,100.0,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/17/2025,PayPal,162.22,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/17/2025,JOES BUSY CORNER,-10.92,Included (True Spend),,Other/Uncategorized,Business/Main,General Authorization,Completed
12/16/2025,CASH APP*AIZIHAER TUER,-50.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/16/2025,Uber Eats,-35.01,Included (True Spend),,Transportation,Business/Main,Other,Completed
12/16/2025,Uber Eats,-35.01,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/16/2025,PayPal,-35.01,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/16/2025,PayPal,-50.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/16/2025,CASH APP*AIZIHAER TUER,-50.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General PayPal Debit Card Transaction,Completed
12/16/2025,APPLE STORE #R594,-162.22,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/16/2025,Uber Eats,-52.08,Included (True Spend),,Transportation,Business/Main,PreApproved Payment Bill User Payment,Completed
12/16/2025,PayPal,-162.22,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/16/2025,BLOOMINGDALES  .COM,-381.06,Included (True Spend),,Retail/Shopping,Business/Main,General Authorization,Completed
12/16/2025,BLOOMINGDALES  .COM,-381.06,Included (True Spend),,Retail/Shopping,Business/Main,General PayPal Debit Card Transaction,Completed
12/16/2025,PayPal,-28.93,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/16/2025,Uber Eats,-35.01,Excluded,Non-Finalized (Status: Reversed),Excluded,Business/Main,Void of Authorization,Reversed
12/16/2025,PayPal,28.93,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/16/2025,"Uber Technologies, Inc",-28.93,Included (True Spend),,Transportation,Business/Main,PreApproved Payment Bill User Payment,Completed
12/16/2025,,8.4,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
12/16/2025,PayPal,381.06,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/16/2025,PayPal,35.01,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/16/2025,PayPal,-19.71,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/16/2025,,8.68,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
12/16/2025,PayPal,50.0,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/16/2025,PayPal,-10.92,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/16/2025,JOES BUSY CORNER,-10.92,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/16/2025,crownbill.com,-17.99,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/16/2025,PayPal,-18.44,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/16/2025,TST*XIAN FAMOUS FOODS,-19.71,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/15/2025,Uber Eats,-34.07,Included (True Spend),,Transportation,Business/Main,PreApproved Payment Bill User Payment,Completed
12/15/2025,STERLING DELI AND GROC,-17.16,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
12/15/2025,"Uber Technologies, Inc",-25.02,Excluded,Non-Finalized (Status: Reversed),Excluded,Business/Main,Void of Authorization,Reversed
12/15/2025,"Uber Technologies, Inc",-25.02,Included (True Spend),,Transportation,Business/Main,Other,Completed
12/15/2025,"Uber Technologies, Inc",-25.02,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/15/2025,PayPal,-25.02,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/15/2025,"Uber Technologies, Inc",-25.13,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/15/2025,PayPal,-25.13,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/15/2025,"Uber Technologies, Inc",-26.03,Included (True Spend),,Transportation,Business/Main,PreApproved Payment Bill User Payment,Completed
12/15/2025,Uber Eats,-32.42,Included (True Spend),,Transportation,Business/Main,PreApproved Payment Bill User Payment,Completed
12/15/2025,CASH APP*AIZIHAER TUER,-300.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General PayPal Debit Card Transaction,Completed
12/15/2025,PayPal,-34.07,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/15/2025,TARGET.COM,-35.89,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
12/15/2025,REB NYC,-200.0,Included (True Spend),,Financial Services,Personal,Mobile Payment,Completed
12/15/2025,REB NYC,-300.0,Included (True Spend),,Financial Services,Personal,Mobile Payment,Completed
12/15/2025,PayPal,-300.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/15/2025,PayPal,-12.17,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/15/2025,CASH APP*AIZIHAER TUER,-300.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/15/2025,PayPal,-381.06,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/15/2025,BLOOMINGDALES  .COM,-381.06,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/15/2025,STERLING DELI AND GROC,-17.16,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed
12/15/2025,"Uber Technologies, Inc",-12.17,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/15/2025,Aizihaer Tuerxuntuoheti,194.02,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed
12/15/2025,PayPal,25.02,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/15/2025,,300.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
12/15/2025,PayPal,300.0,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/15/2025,Aizihaer Tuerxuntuoheti,291.03,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed
12/15/2025,,200.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
12/15/2025,"Uber Technologies, Inc",-12.15,Included (True Spend),,Transportation,Business/Main,PreApproved Payment Bill User Payment,Completed
12/15/2025,PayPal,44.11,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/15/2025,PayPal,34.07,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/15/2025,PayPal,25.13,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/15/2025,PayPal,32.42,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/15/2025,PayPal,17.16,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/15/2025,PayPal,12.17,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/15/2025,,8.68,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
12/15/2025,,8.4,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
12/15/2025,PayPal,0.95,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/15/2025,SPK*SPOKEO SEARCH,-0.95,Included (True Spend),,Other/Uncategorized,Business/Main,General Authorization,Completed
12/15/2025,SPK*SPOKEO SEARCH,-0.95,Included (True Spend),,Other/Uncategorized,Business/Main,General PayPal Debit Card Transaction,Completed
12/15/2025,PayPal,-8.22,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/14/2025,PayPal,-34.15,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/14/2025,PayPal,-25.1,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/14/2025,Uber Eats,-32.42,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/14/2025,PayPal,-32.42,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/14/2025,Uber Eats,-34.15,Included (True Spend),,Transportation,Business/Main,PreApproved Payment Bill User Payment,Completed
12/14/2025,"Uber Technologies, Inc",-25.1,Included (True Spend),,Transportation,Business/Main,Other,Completed
12/14/2025,TARGET.COM,-44.11,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/14/2025,PayPal,-44.11,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/14/2025,PayPal,-50.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/14/2025,CASH APP*AIZIHAER TUER,-50.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General PayPal Debit Card Transaction,Completed
12/14/2025,CASH APP*AIZIHAER TUER,-50.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/14/2025,"Uber Technologies, Inc",-25.1,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/14/2025,PayPal,34.15,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/14/2025,"Uber Technologies, Inc",-25.1,Excluded,Non-Finalized (Status: Reversed),Excluded,Business/Main,Void of Authorization,Reversed
12/14/2025,AMAZON PRIME PMTS,-8.15,Included (True Spend),,Tech & Subs,Business/Main,General Authorization,Completed
12/14/2025,PayPal,-0.95,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/14/2025,SPK*SPOKEO SEARCH,-0.95,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/14/2025,PayPal Inc.,0.0,Included (True Spend),,Financial Services,Business/Main,Other,Completed
12/14/2025,,3.25,Excluded,Money In / Refund,Excluded,Business/Main,Debit Card Cash Back Bonus,Completed
12/14/2025,PayPal,8.15,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/14/2025,PayPal,25.1,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/14/2025,PayPal,50.0,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/14/2025,AMAZON PRIME PMTS,-8.15,Included (True Spend),,Tech & Subs,Business/Main,General PayPal Debit Card Transaction,Completed
12/13/2025,STERLING DELI AND GROC,-17.16,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/13/2025,T & T Organic Market I,-11.96,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
12/13/2025,WONDER,-13.01,Included (True Spend),,Dining/Restaurants,Business/Main,General PayPal Debit Card Transaction,Completed
12/13/2025,WONDER,-13.01,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/13/2025,PayPal,-13.01,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/13/2025,PayPal,-37.46,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/13/2025,PayPal,-17.16,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/13/2025,WONDER,-27.11,Included (True Spend),,Dining/Restaurants,Business/Main,General Authorization,Completed
12/13/2025,WONDER,-27.11,Included (True Spend),,Dining/Restaurants,Business/Main,General PayPal Debit Card Transaction,Completed
12/13/2025,Uber Eats,-37.46,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/13/2025,Uber Eats,-37.47,Included (True Spend),,Transportation,Business/Main,PreApproved Payment Bill User Payment,Completed
12/13/2025,T & T Organic Market I,-11.96,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed
12/13/2025,AMAZON PRIME PMTS,-8.15,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/13/2025,PayPal,-8.15,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
12/13/2025,PayPal,6.52,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/13/2025,EXXON EMPIRE AUTO REPA,-6.52,Included (True Spend),,Transportation,Business/Main,General PayPal Debit Card Transaction,Completed
12/13/2025,PayPal,27.11,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/13/2025,PayPal,13.01,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/13/2025,PayPal,11.96,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/13/2025,PayPal,37.46,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/13/2025,PayPal,2.9,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
12/13/2025,MTA*NYCT PAYGO,-2.9,Included (True Spend),,Transportation,Business/Main,General Authorization,Completed
12/13/2025,MTA*NYCT PAYGO,-2.9,Included (True Spend),,Transportation,Business/Main,General PayPal Debit Card Transaction,Completed
12/13/2025,EXXON EMPIRE AUTO REPA,-6.52,Included (True Spend),,Transportation,Business/Main,General Authorization,Completed
12/12/2025,MTA*NYCT PAYGO,-2.9,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/12/2025,CASH APP*AIZIHAER TUER,-35.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
12/12/2025,CASH APP*AIZIHAER TUER,-35.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General PayPal Debit Card Transaction,Completed
12/12/2025,PayPal,-35.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
